5.5e+12 3.75e+12 0.000e+00 -1.000e+02 1.989e+35 
-5.5e+12 -3.75e+12 0.000e+00 1.000e+02 1.989e+35 
5.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
6.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
7.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
8.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
9.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
10.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
11.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
4.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
3.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
2.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
1.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
0.0e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
0.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
-0.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-1.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-2.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-3.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-4.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-5.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-6.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-7.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-8.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-9.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-10.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-11.0e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
5.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
6.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
7.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
8.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
9.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
10.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
11.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
4.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
3.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
2.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
1.5e+12 0.000e+00 1.000e+05 4.737e+04 1.314e+17 
-1.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-2.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-3.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-4.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-5.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-6.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-7.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-8.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-9.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-10.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
-11.5e+12 0.000e+00 1.000e+05 4.737e+04 -1.314e+17 
5.0e+12 1.0e+12 1.000e+05 4.737e+04 1.314e+17 
6.0e+12 1.000e+12 1.000e+05 4.737e+04 1.314e+17 
7.0e+12 1.000e+12 1.000e+05 4.737e+04 1.314e+17 
8.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
9.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
10.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
11.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
4.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
3.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
2.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
1.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
0.0e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
0.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
-0.5e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-1.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-2.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-3.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-4.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-5.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-6.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-7.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-8.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-9.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-10.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
-11.0e+12 01.000e+12 1.000e+05 4.737e+04 -1.314e+17 
5.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
6.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
7.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
8.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
9.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
10.5e+12 01.000e+12 1.000e+05 4.737e+04 1.314e+17 
